Tokens,Tags,Polarities
"['With', 'the', 'macbook', 'pro', 'it', 'comes', 'with', 'free', 'securitysoftware', 'to', 'protect', 'it', 'from', 'viruses', 'and', 'other', 'intrusive', 'things', 'from', 'downloads', 'and', 'internet', 'surfing', 'or', 'emails', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'driver', 'updates', 'do', ""n't"", 'fix', 'the', 'issue', ',', 'very', 'frustrating', '.']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['I', 'will', 'never', 'go', 'back', 'to', 'Windows', '!']","[0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, 0, -1]"
"['It', 'doesnt', 'work', 'worth', 'a', 'damn', '.']","[0, 0, 1, 0, 0, 0, 0]","[-1, -1, 0, -1, -1, -1, -1]"
"['It', 'works', 'really', 'well', '.']","[0, 1, 0, 0, 0]","[-1, 2, -1, -1, -1]"
"['Bigger', 'HD', ',', 'better', 'graphics', 'card', ',', 'and', 'a', 'bid', 'HD', '.']","[0, 1, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0]","[-1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Bigger', 'HD', ',', 'better', 'graphics', 'card', ',', 'and', 'a', 'bid', 'HD', '.']","[0, 1, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1]"
"['Bigger', 'HD', ',', 'better', 'graphics', 'card', ',', 'and', 'a', 'bid', 'HD', '.']","[0, 1, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, 2, 2, -1, -1, -1, -1, -1, -1]"
"['The', 'built', 'in', 'camera', 'is', 'very', 'useful', 'when', 'chatting', 'with', 'other', 'techs', 'in', 'remote', 'buildings', 'on', 'our', 'campus', '.']","[0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, 2, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Mine', 'came', 'at', '$', '1,700', 'w/o', 'a', 'DVD', 'burner', '-LRB-', '!', '-RRB-', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, 0, 0, -1, -1, -1, -1]"
"['The', 'DVD', 'burner', 'broke', 'after', 'burning', '3', 'DVD', ""'d"", 'during', 'that', 'time', '!']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['It', 'works', 'fine', 'with', 'our', 'wireless', 'and', 'they', ""'ve"", 'had', 'not', 'problems', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['But', 'you', 'must', 'get', 'the', '15', 'inch', '.']","[0, 0, 0, 0, 0, 1, 2, 0]","[-1, -1, -1, -1, -1, 2, 2, -1]"
"['Product', 'support', 'very', 'poor', 'as', 'each', 'phone', 'call', 'costs', 'me', 'long', 'distan']","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Overall', 'the', 'computer', 'is', 'very', 'easy', 'to', 'use', ',', 'the', 'screen', 'is', 'perfect', ',', 'great', 'computer', ',', 'my', 'daughter', 'loves', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Overall', 'the', 'computer', 'is', 'very', 'easy', 'to', 'use', ',', 'the', 'screen', 'is', 'perfect', ',', 'great', 'computer', ',', 'my', 'daughter', 'loves', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'casing', 'of', 'the', 'power', 'cord', 'fried', 'and', 'shocked', 'my', 'husband', 'when', 'he', 'pulled', 'it', 'out', 'of', 'the', 'socket', '.']","[0, 1, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, 0, 0, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['It', 'does', 'not', 'keep', 'internet', 'signals', 'no', 'matter', 'where', 'you', 'bring', 'it', '.']","[0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, 0, 0, -1, -1, -1, -1, -1, -1, -1]"
"['It', ""'s"", 'a', 'great', 'product', 'for', 'a', 'great', 'price', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, 2, -1]"
"['Again', ',', 'the', 'same', 'problem', ',', 'the', 'right', 'speaker', 'did', 'not', 'work', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, 0, 0, -1, -1, -1, -1]"
"['But', 'see', 'the', 'macbook', 'pro', 'is', 'different', 'because', 'it', 'may', 'have', 'a', 'huge', 'price', 'tag', 'but', 'it', 'comes', 'with', 'the', 'full', 'software', 'that', 'you', 'would', 'actually', 'need', 'and', 'most', 'of', 'it', 'has', 'free', 'future', 'updates', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['But', 'see', 'the', 'macbook', 'pro', 'is', 'different', 'because', 'it', 'may', 'have', 'a', 'huge', 'price', 'tag', 'but', 'it', 'comes', 'with', 'the', 'full', 'software', 'that', 'you', 'would', 'actually', 'need', 'and', 'most', 'of', 'it', 'has', 'free', 'future', 'updates', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1]"
"['and', 'the', 'multiple', 'page', 'viewer', '-LRB-', 'allows', 'you', 'to', 'press', 'one', 'button', 'to', 'see', 'every', 'separate', 'page', 'currently', 'opened', 'at', 'the', 'same', 'time', 'in', 'one', 'screen', '-RRB-', 'are', 'great', 'for', 'those', 'who', 'are', 'working', 'non', 'stop', 'or', 'just', 'shopping', 'online', '.']","[0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, 2, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['This', 'was', 'the', '3rd', 'day', 'and', 'part', 'still', 'had', 'not', 'been', 'shipped', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1]"
"['Keyboard', 'good', 'sized', 'and', 'wasy', 'to', 'use', '.']","[1, 0, 0, 0, 0, 0, 1, 0]","[2, -1, -1, -1, -1, -1, -1, -1]"
"['Keyboard', 'good', 'sized', 'and', 'wasy', 'to', 'use', '.']","[1, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, 2, -1]"
"['HP', 'said', 'it', 'was', 'out', 'of', 'warranty', '.']","[0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, 1, -1]"
"['I', 'never', 'had', 'this', 'kind', 'of', 'quality', 'issue', 'with', 'Dell', '-LRB-', 'not', 'to', 'say', 'Dell', 'is', 'that', 'great', '-RRB-', ',', 'not', 'with', 'a', 'brand', 'new', 'laptop', '.']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['wonderful', 'features', '.']","[0, 1, 0]","[-1, 2, -1]"
"['I', 'had', 'to', 'call', 'HP', 'and', 'ask', 'for', 'a', 'recovery', 'disk', 'because', 'the', 'computer', 'does', 'not', 'come', 'with', 'one', 'and', 'completely', 'redo', 'it', 'all', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Im', 'glad', 'that', 'it', 'has', 'such', 'great', 'features', 'in', 'it', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1]"
"['I', 'like', 'those', 'programs', 'better', 'than', 'Office', 'and', 'you', 'can', 'save', 'your', 'files', 'to', 'be', 'completely', 'compatible', 'with', 'the', 'Office', 'programs', 'as', 'well', '.']","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0]","[-1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['I', 'like', 'those', 'programs', 'better', 'than', 'Office', 'and', 'you', 'can', 'save', 'your', 'files', 'to', 'be', 'completely', 'compatible', 'with', 'the', 'Office', 'programs', 'as', 'well', '.']","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['I', 'like', 'those', 'programs', 'better', 'than', 'Office', 'and', 'you', 'can', 'save', 'your', 'files', 'to', 'be', 'completely', 'compatible', 'with', 'the', 'Office', 'programs', 'as', 'well', '.']","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, -1, -1, -1]"
"['Great', 'wifi', 'too', '.']","[0, 1, 0, 0]","[-1, 2, -1, -1]"
"['WHEN', 'TYPING', ',', 'LETTERS', 'AND', 'SPACES', 'ARE', 'FREQUENTLY', 'OMITTED', 'REQUIRING', 'THE', 'USER', 'TO', 'REDO', 'MANY', 'WORDS', 'AND', 'SENTENCES', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Only', 'a', 'few', 'days', 'after', 'I', 'received', 'the', 'computer', 'back', ',', 'the', 'screen', 'froze', 'again', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1]"
"['It', 'is', 'not', 'ideal', 'for', 'children', 'because', 'of', 'the', 'temp', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1]"
"['Although', 'i', 'do', 'believe', 'that', 'Windows', 'operating', 'system', 'may', 'be', 'to', 'fault', 'for', 'some', 'of', 'the', 'problems', '.']","[0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Great', 'OS', ',', 'fabulous', 'improvements', 'to', 'the', 'existing', 'line', 'bumping', 'up', 'the', 'processor', 'speed', 'and', 'adding', 'the', 'thunderbolt', 'port', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1, 2, 0]","[-1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Great', 'OS', ',', 'fabulous', 'improvements', 'to', 'the', 'existing', 'line', 'bumping', 'up', 'the', 'processor', 'speed', 'and', 'adding', 'the', 'thunderbolt', 'port', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1, 2, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, 2, -1, -1, -1, -1, -1, -1]"
"['Great', 'OS', ',', 'fabulous', 'improvements', 'to', 'the', 'existing', 'line', 'bumping', 'up', 'the', 'processor', 'speed', 'and', 'adding', 'the', 'thunderbolt', 'port', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1, 2, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, 2, -1]"
"['The', 'lcd', 'screen', 'stopped', 'working', 'on', 'mine', 'after', '10', 'months', '.']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Images', 'are', 'crisp', 'and', 'clean', '.']","[1, 0, 0, 0, 0, 0]","[2, -1, -1, -1, -1, -1]"
"['although', 'its', 'windows', 'vista', 'compared', 'to', 'windows', 'xp', 'sucks', '.']","[0, 0, 1, 2, 0, 0, 1, 2, 0, 0]","[-1, -1, 0, 0, -1, -1, -1, -1, -1, -1]"
"['although', 'its', 'windows', 'vista', 'compared', 'to', 'windows', 'xp', 'sucks', '.']","[0, 0, 1, 2, 0, 0, 1, 2, 0, 0]","[-1, -1, -1, -1, -1, -1, 2, 2, -1, -1]"
"['We', 'have', 'had', 'numerous', 'problems', 'with', 'Vista', ',', 'such', 'as', 'Adobe', 'Flash', 'player', 'just', 'quits', 'and', 'has', 'to', 'be', 'uninstalled', 'and', 'then', 'reinsalled', ',', 'Internet', 'Explore', 'just', 'quits', 'and', 'you', 'lose', 'whatever', 'you', 'were', 'working', 'on', ',', 'also', ',', 'the', 'same', 'Windows', 'update', 'has', 'appeared', 'on', 'this', 'computer', 'since', 'we', 'got', 'it', 'and', 'has', 'been', 'updated', 'probably', '400', 'times', ',', 'the', 'same', 'update', '.']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['We', 'have', 'had', 'numerous', 'problems', 'with', 'Vista', ',', 'such', 'as', 'Adobe', 'Flash', 'player', 'just', 'quits', 'and', 'has', 'to', 'be', 'uninstalled', 'and', 'then', 'reinsalled', ',', 'Internet', 'Explore', 'just', 'quits', 'and', 'you', 'lose', 'whatever', 'you', 'were', 'working', 'on', ',', 'also', ',', 'the', 'same', 'Windows', 'update', 'has', 'appeared', 'on', 'this', 'computer', 'since', 'we', 'got', 'it', 'and', 'has', 'been', 'updated', 'probably', '400', 'times', ',', 'the', 'same', 'update', '.']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['We', 'have', 'had', 'numerous', 'problems', 'with', 'Vista', ',', 'such', 'as', 'Adobe', 'Flash', 'player', 'just', 'quits', 'and', 'has', 'to', 'be', 'uninstalled', 'and', 'then', 'reinsalled', ',', 'Internet', 'Explore', 'just', 'quits', 'and', 'you', 'lose', 'whatever', 'you', 'were', 'working', 'on', ',', 'also', ',', 'the', 'same', 'Windows', 'update', 'has', 'appeared', 'on', 'this', 'computer', 'since', 'we', 'got', 'it', 'and', 'has', 'been', 'updated', 'probably', '400', 'times', ',', 'the', 'same', 'update', '.']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['We', 'have', 'had', 'numerous', 'problems', 'with', 'Vista', ',', 'such', 'as', 'Adobe', 'Flash', 'player', 'just', 'quits', 'and', 'has', 'to', 'be', 'uninstalled', 'and', 'then', 'reinsalled', ',', 'Internet', 'Explore', 'just', 'quits', 'and', 'you', 'lose', 'whatever', 'you', 'were', 'working', 'on', ',', 'also', ',', 'the', 'same', 'Windows', 'update', 'has', 'appeared', 'on', 'this', 'computer', 'since', 'we', 'got', 'it', 'and', 'has', 'been', 'updated', 'probably', '400', 'times', ',', 'the', 'same', 'update', '.']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['We', 'have', 'had', 'numerous', 'problems', 'with', 'Vista', ',', 'such', 'as', 'Adobe', 'Flash', 'player', 'just', 'quits', 'and', 'has', 'to', 'be', 'uninstalled', 'and', 'then', 'reinsalled', ',', 'Internet', 'Explore', 'just', 'quits', 'and', 'you', 'lose', 'whatever', 'you', 'were', 'working', 'on', ',', 'also', ',', 'the', 'same', 'Windows', 'update', 'has', 'appeared', 'on', 'this', 'computer', 'since', 'we', 'got', 'it', 'and', 'has', 'been', 'updated', 'probably', '400', 'times', ',', 'the', 'same', 'update', '.']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1]"
"['with', 'the', 'switch', 'being', 'at', 'the', 'top', 'you', 'need', 'to', 'memorize', 'the', 'key', 'combination', 'rather', 'than', 'just', 'flicking', 'a', 'switch', '.']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['with', 'the', 'switch', 'being', 'at', 'the', 'top', 'you', 'need', 'to', 'memorize', 'the', 'key', 'combination', 'rather', 'than', 'just', 'flicking', 'a', 'switch', '.']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1]"
"['One', 'more', 'tip', ',', 'please', 'purchase', 'this', 'model', 'and', 'get', 'a', '4GB', 'stick', 'of', 'RAM', 'to', 'save', 'you', '$', '10']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, 2, 2, 2, -1, -1, -1, -1, -1]"
"['It', 'has', 'bein', 'into', 'the', 'shop', 'to', 'get', 'a', 'new', 'hardrive', '2', 'times', 'and', 'to', 'fix', 'the', 'touch', 'control', 'buttons', 'on', 'the', 'keyboard', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['It', 'has', 'bein', 'into', 'the', 'shop', 'to', 'get', 'a', 'new', 'hardrive', '2', 'times', 'and', 'to', 'fix', 'the', 'touch', 'control', 'buttons', 'on', 'the', 'keyboard', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0, -1, -1, -1, -1]"
"['It', 'has', 'bein', 'into', 'the', 'shop', 'to', 'get', 'a', 'new', 'hardrive', '2', 'times', 'and', 'to', 'fix', 'the', 'touch', 'control', 'buttons', 'on', 'the', 'keyboard', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1]"
"['I', 'always', 'have', 'used', 'a', 'tower', 'home', 'PC', 'and', 'jumped', 'to', 'the', 'laptop', 'and', 'have', 'been', 'very', 'satisfied', 'with', 'its', 'performance', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1]"
"['The', 'computer', 'runs', 'very', 'fast', 'with', 'no', 'problems', 'and', 'the', 'iLife', 'software', 'that', 'comes', 'with', 'it', '-LRB-', 'iPhoto', ',', 'iMovie', ',', 'iWeb', ',', 'iTunes', ',', 'GarageBand', '-RRB-', 'is', 'all', 'very', 'helpful', 'as', 'well', '.']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'computer', 'runs', 'very', 'fast', 'with', 'no', 'problems', 'and', 'the', 'iLife', 'software', 'that', 'comes', 'with', 'it', '-LRB-', 'iPhoto', ',', 'iMovie', ',', 'iWeb', ',', 'iTunes', ',', 'GarageBand', '-RRB-', 'is', 'all', 'very', 'helpful', 'as', 'well', '.']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'computer', 'runs', 'very', 'fast', 'with', 'no', 'problems', 'and', 'the', 'iLife', 'software', 'that', 'comes', 'with', 'it', '-LRB-', 'iPhoto', ',', 'iMovie', ',', 'iWeb', ',', 'iTunes', ',', 'GarageBand', '-RRB-', 'is', 'all', 'very', 'helpful', 'as', 'well', '.']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
